schemeCode,schemeName,CAGR_1Y,Volatility_1Y,Sharpe_Ratio_1Y,Sortino_Ratio_1Y,Max_Drawdown_1Y,Calmar_Ratio_1Y,Omega_Ratio_1Y,Information_Ratio_1Y,CAGR_3Y,Volatility_3Y,Sharpe_Ratio_3Y,Sortino_Ratio_3Y,Max_Drawdown_3Y,Calmar_Ratio_3Y,Omega_Ratio_3Y,Information_Ratio_3Y,CAGR_5Y,Volatility_5Y,Sharpe_Ratio_5Y,Sortino_Ratio_5Y,Max_Drawdown_5Y,Calmar_Ratio_5Y,Omega_Ratio_5Y,Information_Ratio_5Y
118525,Franklin India Small Cap Fund - Direct - Growth,-0.0017233356732941907,0.17514311391540222,-0.40951273544181743,-0.5324877407032989,-0.24117034112098285,-0.0071457197650588436,1.0131322452867735,0.41254272769091727,0.29198484059851926,0.14883528698792267,1.4914799110545092,1.6775117245943605,-0.24117034112098307,1.2106996210286285,1.3713711679093197,0.7456789304663446,0.35889257016316467,0.16242983524885693,1.778568387516712,2.0326859212400237,-0.2411703411209832,1.4881289651745613,1.4093629700307782,1.121482496690047
118777,Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,0.02271792542078166,0.18231297059680093,-0.25934564295914125,-0.34032299895197177,-0.242087125161267,0.09384193977952379,1.0362519897899112,0.7317410110757046,0.2933660142054051,0.15520373293985854,1.4391793932685848,1.5784017898524734,-0.24208712516126676,1.2118199760106152,1.35881598437667,0.8551519547593043,0.39121301983436263,0.17061249236374046,1.8827051605901552,2.1469420423035688,-0.24208712516126643,1.6160009317874957,1.416712531405035,1.4601218381515442
118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,0.022717925420781437,0.18231295624745386,-0.2593456633715186,-0.34032276991079485,-0.242087125161267,0.09384193977952288,1.0362520076592339,0.7317399809913354,0.2933660142054051,0.15520375857864602,1.4391791555242484,1.578401542342157,-0.24208712516126676,1.2118199760106152,1.3588160931685838,0.8551521226161316,0.3912130198343624,0.1706127197301876,1.8827026516096743,2.14693362816399,-0.2420871251612663,1.6160009317874957,1.4167124604251138,1.460121508461117
119212,DSP Small Cap Fund - Direct Plan - Growth,0.09891762179552765,0.1928793966003861,0.14992592420558082,0.1913273148513234,-0.2414068392429467,0.4097548441698417,1.1041632727731616,1.1863911787016794,0.2509319234251197,0.15520345089657525,1.1657725545399724,1.3508685178394988,-0.24140683924294692,1.0394565630867936,1.305522351666599,0.37377954830940086,0.3380720737673699,0.16387902874768803,1.6357924245456685,1.924195317410406,-0.24140683924294684,1.4004245895748677,1.3758421342298965,0.8926557970493441
119556,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,0.02650338827949761,0.18875418882074185,-0.23044051097488882,-0.29972297021254907,-0.2616729792740238,0.10128439074232146,1.0398377226571307,0.6651181944800372,0.2342575976993737,0.15495002771470526,1.060068204710525,1.1983415465769014,-0.2616729792740253,0.8952303686429082,1.2920936113722732,0.277128281160612,0.2996519437427658,0.16932175540938152,1.3563050016078537,1.57768243092855,-0.2616729792740252,1.1451390379477004,1.3300239292009501,0.6838242814150455
119589,Sundaram Small Cap Fund Direct Plan - Growth,0.08992398173472349,0.1801546890362498,0.11059374497165868,0.14351834274700764,-0.23768563034187995,0.3783315870016185,1.101151482399853,1.248010444127451,0.2661468173615631,0.14666605992611065,1.3373701963520428,1.5239083436183747,-0.23768563034188,1.1197429856350396,1.3493983337519964,0.5241090393974313,0.33886213665719533,0.1612968934987497,1.6668773392047964,1.938780751833579,-0.23768563034188023,1.425673635254204,1.3894042813477918,0.9444244812818336
119869,JPMorgan India Mid and Small Cap Fund - Direct Plan - Growth Option,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.0,0.0,,inf,0.0,,inf,-1.1131150767680076,0.0,0.0,,inf,0.0,,inf,-1.1707405065616818
120069,HSBC Small Cap Equity Fund - Growth Direct,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.029570513814110688,0.04271470656802112,-0.9465003843935413,-0.39586257176892425,-0.06794476258675052,0.43521402810637017,1.401548389959424,-0.9702415224110229,0.16215835397630518,0.12701939171227458,0.7255455465025613,0.6270463315032108,-0.29531036633480945,0.5491116210680441,1.360859103706897,-0.33067124005199106
120077,HSBC - Small Cap Fund - Growth Direct,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.0,0.0,,inf,0.0,,inf,-1.1131150767680076,0.0,0.0,,inf,0.0,,inf,-1.1707405065616818
120164,Kotak-Small Cap Fund - Growth - Direct,0.020973826056051914,0.16961878504132277,-0.2890374078083643,-0.35289930092841476,-0.24672886680662087,0.08500758880593655,1.0361586556917106,0.6149083194993633,0.21692210880170615,0.1353586219620939,1.0854285207103431,1.2048598354321123,-0.24672886680662054,0.879192255082677,1.3114008375014297,0.09842381057087936,0.3448682329550239,0.14606621045274185,1.881805737980411,2.193198771784372,-0.24672886680662082,1.3977619944460005,1.4419539145011424,0.9598724803796586
120828,quant Small Cap Fund - Growth Option - Direct Plan,-0.023241908417446777,0.18192347587989416,-0.5125336791553228,-0.7027747650721187,-0.24418068623027503,-0.09518323818423728,0.9935510411147045,0.20366171790623755,0.31061542357764016,0.17809747453300134,1.3510322041824028,1.4963008966515339,-0.24418068623027542,1.2720720396563765,1.3314792090262522,0.9389270935661178,0.4489915545832657,0.20093767897059583,1.8861149214265847,2.2102335248365277,-0.25171840074170915,1.7837057333126018,1.4039303919406143,1.5701535966538225
125354,Axis Small Cap Fund - Direct Plan - Growth,0.10259903232650647,0.16603638133644696,0.19633668274454608,0.2553918026347363,-0.19426500708996486,0.5281395443441467,1.119498378232631,1.434464499648697,0.25077468674852565,0.13414343408796772,1.3476223266356695,1.6056239486454182,-0.19426500708996453,1.2908896486560308,1.3541293928507026,0.37353302518738574,0.3283583037201938,0.14607111653601562,1.7687158820100646,2.1301974293052015,-0.19426500708996497,1.6902596542676862,1.4189980552542525,0.8394436324693294
125497,SBI Small Cap Fund - Direct Plan - Growth,0.013294551031376223,0.15307598171742265,-0.3704398843791295,-0.48027561477976377,-0.22424604067418613,0.059285555238374435,1.0285490280798686,0.46545789415808414,0.2213620262554843,0.12954439248412983,1.168418202849091,1.3518342438348705,-0.2242460406741864,0.9871390620319028,1.3321395646609708,0.11970407835724686,0.30406091479299224,0.14112822913471507,1.6584982056960946,1.9726926076760163,-0.22424604067418685,1.3559254552671036,1.4058365049673744,0.62549170905566
129649,Union Small Cap Fund - Direct Plan - Growth Option,0.07480070304563569,0.21591957417828472,0.022233755618986818,0.028293438426983043,-0.2623711340206184,0.2850950175020301,1.0770290772438469,1.0600849135871346,0.2246504628055901,0.16520761362454667,0.9360976737854896,1.0270980670394845,-0.262371134020618,0.8562316264103058,1.264891722720196,0.19226796592053497,0.3242905261392832,0.171190974479746,1.4854201683942685,1.7060223199605749,-0.26237113402061835,1.2359992548334184,1.352917476956225,0.7920337757709797
130503,HDFC Small Cap Fund - Growth Option - Direct Plan,0.08099006426407529,0.1821092150323901,0.06034875424684347,0.08061717732477906,-0.22614070278892226,0.3581401457820298,1.0912168242255467,1.1340384972475281,0.28429871804997964,0.15239345518543237,1.406219957341481,1.6154958090647662,-0.22614070278892182,1.2571762382614602,1.3537986722843018,0.6618393957052123,0.3601094910518856,0.16723535609266837,1.7347377841030833,2.046557579554341,-0.22614070278892218,1.5924134249640534,1.3942836047045224,1.0945183672354037
132985,Sundaram Select Small Cap Series II Direct Growth,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.0,0.0,,inf,0.0,,inf,-1.1131150767680076,0.0,0.0,,inf,0.0,,inf,-1.1707405065616818
134297,Sundaram Select Small Cap Series III Direct Growth,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.0,0.0,,inf,0.0,,inf,-1.1131150767680076,0.0,0.0,,inf,0.0,,inf,-1.1707405065616818
134373,Sundaram Select Small Cap Series IV - Direct Growth,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.0,0.0,,inf,0.0,,inf,-1.1131150767680076,0.0,0.0,,inf,0.0,,inf,-1.1707405065616818
139527,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH,0.045264168299952834,0.1746907892881232,-0.1415978014687973,-0.18671968707111516,-0.2000457770656898,0.22626905183351742,1.0596731177281282,0.9610258631937811,0.24231338800560476,0.14151561321733824,1.2176281053947566,1.371721928432731,-0.2000457770656895,1.2112896935886617,1.3321703997377703,0.34137408386603557,0.28599309194916245,0.14712392757824577,1.4681030849607355,1.7437239354871994,-0.2148288973384039,1.331259879338574,1.3608984833565212,0.5623785043892803
141475,IDBI Small Cap Fund - Growth Direct,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.07665255278179917,0.0680841248852977,0.09771077755654214,0.07154346946319855,-0.13714551371455108,0.5589140374022046,1.3973088166344512,-0.7155568279431141,0.22419171930353698,0.12193666734807769,1.2645229909669806,1.2109654223023516,-0.17761194029850721,1.2622558985997478,1.468737035094571,0.007313349748306558
141499,Sundaram Select Small Cap Series V Direct Plan - Growth,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.0,0.0,,inf,0.0,,inf,-1.1131150767680076,0.08449785967564383,0.07004050373441736,0.20699251008555616,0.1104532448346042,-0.07172018943505717,1.1781600179982357,1.6034806652099762,-0.7498094997486504
141561,Sundaram Select Small Cap Series VI Direct Plan - Growth,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.0,0.0,,inf,0.0,,inf,-1.1131150767680076,0.09510286117156652,0.07108621565758244,0.35313261423966247,0.19600948319832687,-0.07215562978974248,1.3180241299076871,1.6541785458930363,-0.6921952698857055
142533,Sundaram Emerging Small Cap Series I Direct Plan - Growth,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.034252197940479734,0.03607422404397757,-0.9909513789108989,-0.43272404084699573,-0.05691016205210365,0.601864354368213,1.5907121020884207,-0.9470181568291672,0.20930960740101745,0.11814094625564944,1.1791814084471641,0.9574071064177635,-0.17198700519086027,1.2170082685534231,1.5076466596155988,-0.07782435353247391
143010,Sundaram Emerging Small Cap Series II Direct Plan - Growth,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.034110469401269716,0.039101016372194666,-0.9178669489586948,-0.47192792010797013,-0.05693925183152166,0.5990677485928276,1.4474241913383428,-0.9548362395999402,0.20804827370330892,0.11919666091199119,1.1581555443506661,0.9608714210870535,-0.1678453478118029,1.2395236234761995,1.4895771051045705,-0.08451200160141203
143226,Sundaram Emerging Small Cap Series III Direct Plan - Growth,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.032155813228630814,0.04331116868940736,-0.8737743154140463,-0.5075528166420303,-0.061557483181946863,0.5223704993524043,1.327069926698261,-0.9741275007832871,0.21337340088945278,0.11969254423646447,1.1978473830935068,1.0262603871824014,-0.16815676414207195,1.2688957353459673,1.488231130528864,-0.054742744027721016
143506,Sundaram Emerging Small Cap Series IV Direct Plan - Growth,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.02647140096102807,0.049480520999384846,-0.8797118170908729,-0.5484524997723175,-0.078437809241075,0.33748266578518826,1.2108032684802088,-1.0142548190430032,0.20490651780613134,0.12089431204581408,1.1159045907387868,0.9765518742885878,-0.169616907512988,1.2080547912975075,1.4508636339636536,-0.10221415584966918
144437,Sundaram Emerging Small Cap Series V Direct Plan - Growth,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.045931634106599395,0.05452625987011105,-0.44140870748763483,-0.2820800708828372,-0.08253734998775461,0.5564951396357394,1.327396125741827,-0.9009625009631747,0.2199469157695182,0.12254175147659219,1.2236394042251053,1.0797410073293907,-0.16810466333762766,1.3083927084626357,1.4703752195020698,-0.01582817024271798
144728,Sundaram Emerging Small Cap Series VI Direct Plan - Growth,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.06255267796866315,0.056264679318329784,-0.13236229409932287,-0.08972306475477468,-0.0820558192583154,0.7623186086503446,1.4205827101107884,-0.8056643109133168,0.22762576093648135,0.12114226732755108,1.3011623805115369,1.1661254870405935,-0.1664313915291982,1.3676852596437459,1.489119279407502,0.026051894714611907
144988,Sundaram Emerging Small Cap VII Direct Plan - Growth,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.06591720578595028,0.05634183260473445,-0.07246470384966928,-0.04929099376347855,-0.09629932699854747,0.6845032861646535,1.4343962113825153,-0.7866666235365812,0.2091142671560755,0.11645909577918466,1.1945332927867376,1.091020644361452,-0.14987842763364997,1.3952259204854789,1.4601215537188688,-0.08214030320688652
145206,Tata Small Cap Fund-Direct Plan-Growth,0.08216390153699771,0.1977255401353801,0.06151912154934176,0.07867066902093539,-0.24848008702483895,0.3306659399583368,1.0891139871130278,1.0635405807116647,0.29130870743492965,0.1584010580210658,1.3971415986722622,1.5603862019586552,-0.2484800870248382,1.1723623849415759,1.3511538197744088,0.6619047157506838,0.3614067586210359,0.16373390131735371,1.779758231352608,2.046991558861317,-0.2484800870248381,1.4544697039844068,1.4102443118700898,1.0106255990979076
145678,BANK OF INDIA Small Cap Fund Direct Plan Growth,0.07421669565538425,0.2291866996030362,0.018398518163086186,0.0240093520456205,-0.2708369736152371,0.2740271930553313,1.0750059797256426,0.9686294944715441,0.2808894549121581,0.1738597695581316,1.212985933710474,1.3612678108297513,-0.2708369736152371,1.037116355136954,1.31752337449665,0.6186576478308625,0.37206063083607566,0.17732068627959974,1.7034709100989245,1.9895487322153185,-0.2708369736152371,1.373743864693457,1.3916822613857707,1.1448844593626848
146130,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,0.04921926710557467,0.18032842914517686,-0.11523825163305454,-0.15063322856814398,-0.23613209583423275,0.20843954707507073,1.0617968556125243,1.0182988730240548,0.21944791865192537,0.1489959956806309,1.003033121589812,1.129565381563744,-0.23613209583423264,0.9293438821886384,1.2851360406396266,0.1527907785577507,0.35768264795479765,0.16462442376028247,1.7475089138274291,2.056997330296447,-0.2361320958342326,1.5147565886422103,1.4007404109882056,1.1388117445886268
146196,Edelweiss Small Cap Fund - Direct Plan - Growth,0.0807301780714802,0.1806488702476611,0.059397980495364405,0.07571611057114945,-0.22859973195035233,0.35315079935882565,1.0915280423484859,1.2214818253367337,0.26792593883847426,0.14937282766020535,1.3250464755793334,1.523996076567974,-0.22859973195035257,1.1720308530224461,1.33992571596007,0.5541934374983277,0.3620523121231185,0.1628423966065417,1.7934660641772093,2.1307475405978997,-0.22859973195035255,1.5837827500241746,1.4097959911339935,1.1418536606267053
147131,Principal Small Cap Fund - Direct Plan - Growth Option,0.0,0.0,,inf,0.0,,inf,0.13186374701398793,0.0,0.0,,inf,0.0,,inf,-1.1131150767680076,0.19738097686963263,0.09223907149959257,1.3809871977104116,0.8695605851308118,-0.07250996015936241,2.722122263421862,1.9016231569897568,-0.1470534308234054
147919,ITI Small Cap Fund - Direct Plan - Growth Option,0.07651107924515266,0.21575258425656502,0.03017845309982436,0.038994805096612434,-0.24171652987907385,0.31653225902022375,1.0790364237647612,1.19090148310426,0.3335218436201277,0.1777985028081923,1.4821375852889669,1.6071675376708945,-0.24171652987907347,1.3798056913483858,1.3596545010215768,1.1559121175452158,0.3104250588383337,0.18529866418221622,1.2975002269952045,1.4418025663992717,-0.2918120526677013,1.0637842268695727,1.3135896666265647,0.7644062552972938
147946,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,0.15985109769797856,0.197995658042363,0.45380337420709543,0.5904536852357347,-0.22778364514182223,0.7017672300329216,1.1517140270038804,1.9807805110566798,0.3617210092213008,0.16283951438183036,1.791463271852222,1.9945419954915184,-0.22778364514182337,1.5880025495073842,1.417818268732422,1.3378490910025251,0.38713272253151554,0.1708023458546833,1.8567234597663458,2.1366064984401967,-0.24336283185840693,1.5907635507658648,1.4132722927392907,1.3478562006282944
148618,UTI Small Cap Fund - Direct Plan - Growth Option,0.09654011300025633,0.19219790588931523,0.1380874202424479,0.1754194421990502,-0.2233678721386963,0.43220232200766756,1.1024926681430331,1.349540929519525,0.24245799767327703,0.1512026350133725,1.1405753455158019,1.305497796224557,-0.2233678721386972,1.0854649567630124,1.308528814207907,0.33104753970857975,,,,,,,,
149019,PGIM India Small Cap Fund - Direct Plan- Growth Option,0.11959512407655093,0.17880169305682433,0.2773750249713199,0.3637748268191244,-0.2147239263803688,0.5569715778422211,1.1287887319763565,1.4254416889273636,0.19535957572559948,0.14303258907520391,0.8764406526941053,1.0581700561150746,-0.21472392638036805,0.9098174526649349,1.2602606420691163,-0.06713520149868547,,,,,,,,
150915,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,0.02731770130555966,0.19761208190793542,-0.21599032955042397,-0.28100482432487983,-0.2599636086165406,0.1050827900525671,1.0404753063073602,0.7284966548972065,,,,,,,,,,,,,,,,
151130,HSBC Small Cap Fund - Direct Growth,0.02538945376203272,0.2087272518339696,-0.2137265059832838,-0.2716920593398991,-0.27163914833340785,0.09346757975720751,1.0384785414579423,0.6799821740213005,,,,,,,,,,,,,,,,
152004,LIC MF Small Cap Fund-Direct Plan-Growth,0.027128627154249907,0.22902005494071914,-0.18719484132883982,-0.23385945696665192,-0.27013449377353244,0.10042637197230067,1.0397962792249682,0.6421193431385547,,,,,,,,,,,,,,,,
152107,QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION,0.11148168892448762,0.1501426754122988,0.27628180202981567,0.38740309835018094,-0.1820987654320982,0.6122045290090526,1.1366612756158505,1.363374427074199,,,,,,,,,,,,,,,,
152128,Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth option,0.014051076414516528,0.17861712391403986,-0.31323381744971496,-0.39671792856349014,-0.249983019303656,0.05620812347037298,1.028655493869084,0.5637430243155469,,,,,,,,,,,,,,,,
152237,Motilal Oswal Small Cap Fund - Direct - Growth,0.18243974942376728,0.18512197036977873,0.6073819828039337,0.7896241677193152,-0.23693867194107976,0.7699872204446858,1.1868585289384834,1.8640501884991518,,,,,,,,,,,,,,,,
152614,JM Small Cap Fund (Direct) - Growth Option,0.048813030671413626,0.22637079479620584,-0.09359409347685646,-0.11741106777191848,-0.243600352587742,0.20038160927468998,1.0573216307369764,0.8244627158894114,,,,,,,,,,,,,,,,
